PositionGroup,Weather,Temperature,FieldType,StadiumType,Injured
OL,Cloudy,33,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
QB,Clear,76,Natural,Outdoor,0
DB,Cloudy,71,Natural,Outdoor,0
LB,Sunny,80,Natural,Outdoors,0
DB,Partly Cloudy,80,Natural,Outdoors,0
WR,Sunny,55,Natural,Outdoor,0
RB,Sunny,44,Natural,Outdoor,0
DL,Cloudy,39,Synthetic,Outdoor,0
LB,Mostly cloudy,67,Synthetic,"Domed, open",0
DB,Partly Cloudy,71,Natural,Outdoor,0
RB,Sunny,68,Natural,Outdoor,0
TE,Sunny,60,Synthetic,Retractable Roof,0
WR,Sunny,82,Natural,Outdoors,0
RB,Mostly Cloudy,66,Synthetic,Outdoor,0
OL,Partly Cloudy,72,Natural,Outdoor,0
WR,Partly Cloudy,89,Synthetic,Retractable Roof,0
LB,Clear,78,Synthetic,"Indoor, Open Roof",0
LB,Clear,23,Natural,Outdoors,0
OL,Cloudy,66,Synthetic,Retractable Roof,0
WR,Sunny,55,Natural,Outdoor,0
WR,Cloudy,40,Natural,Outdoors,0
OL,Cloudy,58,Natural,Outdoor,0
WR,Rainy,46,Synthetic,Retractable Roof,0
DL,Cloudy,61,Natural,Outdoor,0
OL,Cloudy,17,Natural,Outdoor,0
OL,Cloudy,77,Synthetic,Outdoor,0
DL,Sunny,86,Natural,Outdoor,0
TE,Clear,73,Natural,Outdoor,0
DL,Cloudy,45,Synthetic,Outdoor,0
DL,"Cloudy, chance of rain",61,Synthetic,Outdoor,0
RB,Indoor,70,Synthetic,Indoors,0
LB,Mostly Cloudy,37,Natural,Outdoor,0
OL,Clear,71,Natural,Outdoor,0
OL,Mostly Cloudy,51,Synthetic,Retractable Roof,0
TE,Sunny,61,Synthetic,Outdoor,0
OL,Partly Cloudy,83,Synthetic,Retractable Roof,0
WR,Cloudy,51,Synthetic,Outdoor,0
WR,Cloudy,72,Natural,Outdoor,0
WR,Clear,62,Natural,Outdoor,0
LB,Sunny and cold,33,Synthetic,Outdoor,0
DB,Cloudy,91,Natural,Outdoor,0
WR,Clear and Cool,40,Synthetic,Outdoor,0
WR,Cloudy,91,Natural,Outdoor,0
DB,Sunny,63,Natural,Outdoor,0
OL,Sunny,54,Natural,Open,0
QB,cloudy,48,Natural,Outdoor,0
DB,Mostly Cloudy,60,Natural,Outdoor,0
DB,Clear,79,Natural,Outdoor,0
LB,Sunny,88,Synthetic,Outdoor,0
DL,Cloudy,91,Natural,Outdoor,0
DL,Rain,67,Natural,Outdoor,0
DB,Sunny,60,Natural,Outdoor,0
DB,Partly Cloudy,31,Synthetic,Outdoor,0
OL,Cloudy,42,Synthetic,Retr. Roof-Closed,0
DB,Clear and warm,63,Synthetic,Outdoor,0
DB,Partly Sunny,54,Natural,Outdoor,0
OL,Cloudy,80,Natural,Outdoor,0
DB,Sunny,63,Natural,Outdoor,0
DB,Sunny,72,Natural,Outdoor,0
TE,Clear,71,Natural,Dome,0
WR,Mostly Cloudy,35,Synthetic,Outdoor,0
DB,Cloudy and Cool,62,Synthetic,Outdoor,0
DL,Partly Cloudy,86,Natural,Outdoor,0
DL,Rain,54,Natural,Outdoor,0
DB,Cloudy,84,Synthetic,Indoors,0
WR,Sunny,70,Natural,Dome,0
DB,"Cloudy, light snow accumulating 1-3""",24,Natural,Outdoor,0
DB,Mostly Cloudy,73,Natural,Outdoor,0
DB,Sunny,36,Natural,Outdoor,0
DL,Cloudy,65,Natural,Outdoor,0
DB,Clear skies,54,Synthetic,Outdoors,0
OL,Clear,59,Natural,Outdoor,0
OL,Sunny,92,Natural,Outdoor,0
DB,Clear,76,Natural,Outdoor,0
DB,Mostly Cloudy,66,Synthetic,Outdoor,0
WR,Sunny,60,Natural,Outdoors,0
WR,Clear to Partly Cloudy,83,Natural,Outdoor,0
OL,Cloudy,91,Natural,Outdoor,0
WR,Mostly Cloudy,87,Synthetic,Retractable Roof,0
LB,Cloudy,77,Natural,Outdoor,0
WR,Mostly cloudy,48,Synthetic,Outdoors,0
OL,Partly Cloudy,48,Natural,Oudoor,0
DB,Mostly Cloudy,66,Synthetic,Outdoor,0
DB,Indoors,53,Synthetic,Dome,0
RB,Cloudy,44,Synthetic,Outdoor,0
DL,Clear,59,Natural,Outdoor,0
OL,Clear,88,Natural,Outdoor,0
OL,Cloudy,55,Natural,Outdoors,0
DB,Mostly Sunny,39,Synthetic,Outdoor,0
OL,Sunny,38,Synthetic,Retr. Roof-Closed,0
LB,Sunny,63,Natural,Outdoor,0
DB,Clear,79,Natural,Outdoor,0
DB,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
DB,Partly cloudy,46,Synthetic,Outdoors,0
DL,30% Chance of Rain,88,Natural,Open,0
WR,Clear,79,Natural,Outdoor,0
DB,Cloudy,42,Natural,Outdoors,0
LB,Sunny,70,Natural,Outdoors,0
DL,Cloudy,29,Natural,Outdoor,0
DL,Cloudy,66,Natural,Outdoor,0
LB,Cloudy,52,Natural,Outdoor,0
DB,Cloudy,19,Natural,Outdoor,0
DL,Mostly cloudy,48,Synthetic,Outdoors,0
WR,Cloudy,39,Synthetic,Outdoor,0
RB,Clear,71,Natural,Dome,0
LB,Clear and Cool,40,Synthetic,Outdoor,0
DL,Mostly Cloudy,37,Natural,Outdoor,0
OL,Sunny,75,Natural,Outdoor,0
LB,Cloudy,67,Natural,Outdoor,0
DL,Cloudy,60,Natural,Outdoor,0
DB,Cloudy and Cool,62,Synthetic,Outdoor,0
DB,Partly Sunny,49,Natural,Outdoor,0
LB,Scattered Showers,89,Natural,Outdoor,0
DB,Rain,58,Natural,Outdoor,0
DB,Sunny,43,Synthetic,Outdoors,0
WR,Cloudy,29,Natural,Outdoor,0
QB,Clear Skies,48,Natural,Outdoors,0
DB,Sunny,72,Synthetic,Retractable Roof,0
OL,Clear,62,Natural,Outdoor,0
OL,Sunny,51,Natural,Outdoors,0
OL,Sunny and warm,65,Synthetic,Outdoor,0
DB,Cloudy,81,Natural,Outdoor,0
WR,Rain shower,39,Synthetic,Outdoors,0
RB,Clear,37,Natural,Outdoor,0
DB,Clear,88,Natural,Outdoor,0
DB,Sunny,67,Natural,Outdoor,0
LB,Sunny,55,Natural,Outdoor,0
DB,Sunny,60,Natural,Outdoor,0
DL,Cloudy,29,Natural,Outdoor,0
LB,Coudy,61,Natural,Outdoors,0
TE,Sunny,87,Synthetic,Retractable Roof,0
LB,Rain,61,Natural,Outdoor,0
QB,Cloudy,66,Natural,Outdoor,0
DB,Mostly Cloudy,60,Natural,Outdoor,0
WR,Cloudy,47,Natural,Outdoors,0
WR,Clear,82,Natural,Outdoor,0
DB,Clear,59,Natural,Outdoor,0
DB,"Sunny, highs to upper 80s",89,Natural,Outdoor,0
LB,Cloudy,60,Natural,Outdoor,0
WR,Mostly Sunny,71,Natural,Outdoor,0
WR,Sunny,51,Natural,Outdoor,0
DB,Sunny,59,Synthetic,"Domed, open",0
DB,Partly Sunny,54,Natural,Outdoor,0
LB,Controlled Climate,68,Synthetic,Indoors,0
LB,Clear,76,Natural,Outdoor,0
LB,Sunny,60,Natural,Outdoor,0
WR,Sunny,55,Natural,Outdoor,0
WR,Partly Cloudy,86,Natural,Outdoor,0
WR,Indoor,70,Synthetic,Indoors,0
WR,Partly Cloudy,86,Synthetic,Indoors,0
LB,Cloudy,44,Natural,Outdoor,0
DB,Cloudy,50,Synthetic,Outdoor,0
LB,Clear,69,Natural,Outdoor,0
LB,Rain,67,Natural,Outdoor,0
OL,Cloudy,58,Natural,Outdoor,0
QB,Partly Cloudy,33,Natural,Outdoor,0
LB,Clear,57,Natural,Outdoors,0
LB,Cloudy,81,Natural,Outdoor,0
RB,Showers,77,Natural,Outdoor,0
DB,Clear,76,Natural,Outdoor,0
DB,Rainy,46,Synthetic,Retractable Roof,0
WR,Sunny,90,Natural,Outdoor,0
LB,Partly Cloudy,79,Natural,Outdoor,0
OL,Rain shower,39,Synthetic,Outdoors,0
WR,Sunny,27,Natural,Outdoor,0
LB,Cloudy,77,Natural,Outdoor,0
DB,Cloudy,47,Natural,Outdoors,0
WR,Sunny,62,Natural,Outdoors,0
DL,Cloudy,47,Synthetic,Outdoor,0
OL,Rain,53,Synthetic,Outdoor,0
OL,Clear,33,Natural,Outdoor,0
WR,Clear,71,Natural,Outdoor,0
OL,Rain Chance 40%,97,Natural,Open,0
DB,Clear,61,Natural,Outdoor,0
TE,Sunny,72,Natural,Outdoors,0
OL,Sunny,84,Synthetic,Outdoor,0
DL,Sunny,81,Natural,Ourdoor,0
DL,Clear,90,Synthetic,Indoors,0
WR,Rain,62,Natural,Outdoor,0
OL,Clear,55,Natural,Outdoor,0
DB,Cloudy,81,Natural,Outdoors,0
OL,Partly Cloudy,84,Natural,Open,0
DB,Clear,40,Natural,Outdoors,0
LB,Cloudy,72,Natural,Outdoor,0
DB,"Sunny, Windy",55,Natural,Outdoor,0
LB,Sunny,74,Natural,Outdoor,0
WR,Mostly Sunny,39,Synthetic,Outdoor,0
WR,Cloudy,48,Natural,Outdoor,0
DL,Mostly cloudy,22,Synthetic,Outdoors,0
LB,"Cloudy, light snow accumulating 1-3""",24,Natural,Outdoor,0
QB,Partly cloudy,46,Synthetic,Outdoors,0
WR,Cloudy,47,Natural,Outdoors,0
LB,Partly clear,60,Synthetic,"Domed, open",0
OL,Sunny,88,Natural,Outddors,0
RB,Partly Clouidy,60,Natural,Outdoor,0
RB,Cloudy,33,Synthetic,Outdoors,0
DB,Partly Cloudy,90,Natural,Outdoor,0
DB,Sunny,84,Synthetic,Outdoor,0
OL,Cloudy,50,Synthetic,Outdoor,0
WR,Mostly Cloudy,35,Synthetic,Outdoor,0
WR,Mostly Cloudy,35,Synthetic,Outdoor,0
OL,Clear and sunny,70,Natural,Outdoor,0
OL,Cloudy,45,Synthetic,Outdoor,0
DB,Sunny,81,Natural,Ourdoor,0
DL,Sunny,53,Natural,Outdoor,0
OL,Clear,88,Natural,Outdoor,0
WR,Indoors,68,Synthetic,Dome,0
LB,Sunny,88,Natural,Outddors,0
DB,Cloudy,77,Natural,Outdoor,0
QB,Cloudy,66,Natural,Outdoor,0
LB,Sunny,55,Natural,Outdoor,0
LB,Controlled Climate,68,Synthetic,Indoors,0
DB,Cloudy and cold,13,Synthetic,Outdoor,0
DB,Sunny,49,Natural,Outdoor,0
DB,Sunny,80,Natural,Outdoors,0
OL,Scattered Showers,89,Natural,Outdoor,0
SPEC,Cloudy,43,Synthetic,Outdoor,0
LB,Showers,77,Natural,Outdoor,0
LB,Controlled Climate,68,Synthetic,Indoors,0
RB,Sunny and warm,65,Synthetic,Outdoor,0
DB,Partly Cloudy,62,Natural,Outdoor,0
DB,Cloudy,72,Natural,Outdoor,0
DB,Cloudy,80,Natural,Outdoors,0
LB,Mostly Sunny,87,Synthetic,Outdoor,0
WR,Cloudy,78,Natural,Cloudy,0
OL,Partly Cloudy,64,Natural,Bowl,0
LB,Clear,10,Natural,Outdoor,0
DB,Cloudy,68,Natural,Outdoor,0
LB,Controlled Climate,68,Synthetic,Indoors,0
LB,Indoors,53,Synthetic,Dome,0
WR,Clear,10,Natural,Outdoor,0
OL,Cloudy,77,Natural,Outdoor,0
LB,Cloudy,49,Natural,Outdoor,0
LB,Partly Cloudy,80,Natural,Outdoor,0
DB,Clear,38,Natural,Outdoor,0
WR,"Sunny, highs to upper 80s",89,Natural,Outdoor,0
DB,Cloudy,77,Natural,Outdoor,0
TE,Sunny,68,Natural,Outdoor,0
QB,Partly Cloudy,89,Natural,Outdoor,0
WR,Cloudy,81,Natural,Outdoor,0
DB,Sunny,44,Natural,Outdoor,0
LB,Mostly Cloudy,80,Natural,Outdoor,0
LB,Rain,66,Natural,Outdoors,0
DL,Clear,79,Natural,Outdoor,0
LB,Sunny,61,Natural,Outdoor,0
OL,Cold,38,Natural,Outdoor,0
DB,Partly Cloudy,86,Synthetic,Indoors,0
LB,Sunny,68,Natural,Outdoor,0
WR,Rain,58,Natural,Outdoor,0
DL,Sunny,44,Natural,Outdoor,0
WR,Rain shower,39,Synthetic,Outdoors,0
DB,Clear,76,Natural,Outdoor,0
DB,"Cloudy, fog started developing in 2nd quarter",56,Synthetic,Outdoor,0
OL,Cloudy,62,Synthetic,Outdoors,0
WR,Partly Cloudy,62,Natural,Outdoor,0
DL,Cloudy,62,Natural,Outdoor,0
WR,Clear,76,Natural,Outdoor,0
LB,Partly Cloudy,56,Natural,Outdoors,0
DL,Cloudy,43,Synthetic,Outdoor,0
WR,Partly Cloudy,62,Natural,Outdoor,0
QB,Cloudy,42,Natural,Outdoors,0
WR,Sunny,74,Synthetic,Outdoors,0
DL,Partly Cloudy,86,Natural,Outdoor,0
LB,Sunny,63,Natural,Outdoor,0
LB,Clear,38,Natural,Outdoors,0
DB,Mostly Cloudy,80,Natural,Outdoor,0
DB,Clear,76,Natural,Outdoor,0
DB,Cloudy,48,Natural,Outdoor,0
WR,Cloudy,80,Natural,Outdoor,0
DB,Cloudy,91,Natural,Outdoor,0
DB,Sunny,70,Natural,Outdoor,0
LB,Sunny,64,Natural,Outdoor,0
OL,Partly Cloudy,33,Natural,Outdoor,0
TE,Sunny,55,Natural,Outdoor,0
RB,Cloudy,35,Synthetic,Outdoor,0
LB,Cloudy,39,Synthetic,Outdoor,0
DB,Cloudy,48,Natural,Outdoor,0
RB,Controlled Climate,68,Synthetic,Indoors,0
LB,Cloudy,48,Synthetic,Outdoor,0
LB,Cloudy,43,Natural,Outdoor,0
DB,Sunny,28,Natural,Outdoor,0
LB,Cloudy,52,Natural,Outdoors,0
OL,Cloudy,80,Natural,Outdoor,0
LB,Controlled Climate,68,Synthetic,Indoors,0
WR,Sunny,57,Synthetic,Indoors,0
OL,Mostly Cloudy,51,Natural,Outdoor,0
OL,Cloudy,48,Synthetic,Outdoor,0
WR,Mostly Coudy,69,Synthetic,Outdoor,0
DL,Clear,40,Natural,Outdoors,0
OL,Mostly cloudy,48,Synthetic,Outdoors,0
DL,Cloudy,71,Natural,Outdoor,0
DB,Partly Cloudy,89,Natural,Outdoor,0
TE,Partly clear,60,Synthetic,"Domed, open",0
WR,Partly sunny,78,Synthetic,Retr. Roof-Closed,0
DL,Cloudy,45,Synthetic,Outdoor,0
TE,Partly Cloudy,78,Synthetic,Retractable Roof,0
DL,Cloudy,66,Natural,Outdoor,0
DB,Sunny,36,Natural,Outdoor,0
LB,Clear,82,Natural,Outdoor,0
DB,Cloudy,62,Natural,Outdoor,0
DB,Cloudy,23,Natural,Outdoor,0
RB,Sunny and cold,33,Synthetic,Outdoor,0
DB,Cloudy,77,Synthetic,Indoors,0
DL,Cloudy,58,Natural,Outdoor,0
OL,Partly cloudy,46,Synthetic,Outdoors,0
LB,Cloudy,39,Synthetic,Outdoor,0
OL,Rain,58,Natural,Outdoor,0
DB,Sunny,70,Natural,Outdoor,0
DB,Cold,38,Natural,Outdoor,0
LB,Rain,42,Synthetic,Outdoors,0
SPEC,Sunny,43,Synthetic,Outdoors,0
LB,Fair,45,Natural,Outdoor,0
DL,Mostly Cloudy,72,Natural,Outdoor,0
DL,"Sunny, Windy",55,Natural,Outdoor,0
DB,Partly Sunny,49,Natural,Outdoor,0
LB,Cloudy,73,Natural,Outdoors,0
WR,Sunny,52,Natural,Outdoors,0
OL,Clear,55,Natural,Outdoor,0
WR,Cloudy,39,Synthetic,Outdoor,0
OL,Sunny,46,Natural,Outdoors,0
OL,Sunny,72,Natural,Outdoors,0
TE,Snow,34,Natural,Outdoor,0
TE,Cloudy,39,Natural,Outdoors,0
WR,Clear,82,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
WR,Sunny,46,Natural,Outdoors,0
OL,Clear,55,Natural,Outdoor,0
WR,Cloudy,36,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
DL,Clear,76,Natural,Outdoor,0
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,0
WR,Cloudy,65,Natural,Outdoor,0
WR,Sunny,80,Synthetic,Retractable Roof,0
DL,Partly Cloudy,86,Synthetic,Indoors,0
DB,Sunny,70,Natural,Outdoors,0
OL,Mostly Cloudy,82,Natural,Outdoor,0
DL,Sunny,28,Natural,Outdoor,0
WR,Clear,79,Natural,Outdoor,0
OL,Partly Cloudy,86,Natural,Outdoor,0
TE,Clear,62,Natural,Outdoor,0
WR,Clear,68,Synthetic,Outdoor,0
LB,Sunny,89,Natural,Outdoor,0
WR,Indoors,64,Synthetic,Domed,0
OL,Cloudy,53,Natural,Outdoor,0
DL,Mostly Cloudy,25,Natural,Outdoor,0
TE,Cloudy,68,Natural,Outdoor,0
OL,Cloudy,77,Synthetic,Outdoor,0
OL,Mostly Cloudy,82,Natural,Outdoor,0
LB,Clear,79,Natural,Outdoor,0
DB,Mostly Sunny,41,Natural,Outdoor,0
WR,Sunny,36,Natural,Outdoor,0
WR,Sunny,60,Natural,Outdoors,0
DB,Partly Cloudy,78,Synthetic,Retractable Roof,0
LB,Cloudy,33,Synthetic,Retr. Roof-Closed,0
OL,Rain,36,Synthetic,Outdoor,0
LB,Clear,82,Synthetic,Outdoor,0
OL,Clear,51,Synthetic,Retractable Roof,0
LB,Cloudy,40,Natural,Outdoors,0
OL,Cloudy and cold,13,Synthetic,Outdoor,0
WR,Cloudy,66,Natural,Outdoor,0
OL,Partly Cloudy,31,Synthetic,Outdoor,0
RB,Clear,71,Natural,Dome,0
RB,Clear Skies,48,Natural,Outdoors,0
DL,Cloudy,52,Natural,Outdoor,0
WR,Clear,10,Natural,Outdoor,0
DB,Clear,44,Natural,Outdoor,0
OL,Mostly Sunny,41,Natural,Outdoor,0
LB,Clear,69,Natural,Outdoors,0
OL,Rain,36,Synthetic,Outdoor,0
TE,Cloudy,53,Natural,Outdoors,0
WR,Cloudy,65,Natural,Outdoor,0
OL,Cloudy,47,Synthetic,Outdoor,0
WR,Sunny,36,Natural,Outdoor,0
WR,Sunny Skies,57,Natural,Outdoor,0
RB,cloudy,66,Natural,Outdoor,0
DL,Rain shower,39,Synthetic,Outdoors,0
LB,Rain,58,Natural,Outdoor,0
OL,Cloudy,44,Synthetic,Outdoor,0
DB,Clear,57,Natural,Outdoors,0
QB,Partly cloudy,46,Synthetic,Outdoors,0
OL,Cloudy,48,Synthetic,Outdoor,0
LB,Coudy,61,Natural,Outdoors,0
DB,Cloudy,26,Natural,Outdoor,0
DB,Cloudy,45,Synthetic,Outdoor,0
OL,Clear and Cool,40,Synthetic,Outdoor,0
WR,Sunny,78,Natural,Outdoors,0
LB,Rain,66,Natural,Outdoors,0
WR,Hazy,69,Natural,Outdoor,0
DB,Sunny,74,Synthetic,Outdoors,0
OL,Controlled Climate,68,Synthetic,Indoors,0
OL,Cloudy,68,Natural,Outdoor,0
RB,Clear and cold,40,Synthetic,Outdoor,0
DB,Cloudy,53,Natural,Outdoors,0
DL,Sunny,74,Synthetic,Outdoors,0
RB,Partly Cloudy,86,Natural,Outdoor,0
DL,Cloudy,35,Synthetic,Outdoor,0
OL,Cloudy,66,Natural,Outdoor,0
WR,Mostly sunny,73,Synthetic,Retr. Roof - Open,0
WR,Sunny,36,Natural,Outdoor,0
DL,Cloudy,71,Natural,Outdoor,0
DB,Mostly Cloudy,37,Natural,Outdoor,0
DL,Cloudy,77,Natural,Outdoor,0
RB,Clear,62,Natural,Outdoor,0
QB,Partly Cloudy,50,Natural,Outside,0
RB,Clear,37,Natural,Outdoor,0
WR,Partly Cloudy,71,Natural,Outdoor,0
OL,Partly Cloudy,89,Natural,Outdoor,0
WR,Controlled Climate,68,Synthetic,Indoors,0
LB,Partly Sunny,69,Natural,Outdoor,0
TE,Clear,73,Natural,Outdoor,0
LB,Cloudy,53,Natural,Outdoor,0
LB,Mostly cloudy,67,Synthetic,"Domed, open",0
OL,Sunny,92,Natural,Outdoor,0
WR,Sunny,57,Synthetic,Indoors,0
DB,Mostly Cloudy,51,Natural,Outdoor,0
DB,Cloudy,33,Natural,Heinz Field,0
DB,Sunny,27,Natural,Outdoor,0
DL,Sunny,72,Synthetic,Retractable Roof,0
WR,Clear,59,Natural,Outdoor,0
WR,Cloudy,50,Synthetic,Outdoor,0
WR,Mostly Cloudy,84,Synthetic,Retractable Roof,0
DB,Clear,79,Natural,Outdoor,0
OL,Rain Chance 40%,97,Natural,Open,0
OL,Rainy,46,Synthetic,Retractable Roof,0
DB,Sunny and clear,43,Natural,Outdoor,0
WR,Cloudy,50,Natural,Outdoor,0
LB,Sunny,57,Synthetic,Indoors,0
DB,Sunny,70,Natural,Dome,0
WR,Cloudy,73,Natural,Outdoors,0
DB,Sunny,78,Natural,Outdoors,0
OL,Cloudy,44,Synthetic,Outdoor,0
OL,Cloudy,65,Natural,Outdoor,0
QB,Cloudy and cold,13,Synthetic,Outdoor,0
WR,Cloudy,82,Natural,Outdoor,0
DB,Cloudy,53,Natural,Outdoor,0
DB,Cloudy,70,Natural,Outdoor,0
DB,Partly Cloudy,47,Synthetic,Outdoor,0
DB,Mostly sunny,49,Synthetic,Outdoors,0
OL,Mostly Sunny Skies,73,Natural,Open,0
WR,Cloudy,26,Natural,Outdoor,0
LB,Cold,38,Natural,Outdoor,0
DL,Clear,68,Synthetic,Outdoor,0
DB,Rain,66,Natural,Outdoors,0
LB,Sunny,51,Natural,Outdoors,0
WR,Clear,78,Synthetic,"Indoor, Open Roof",0
WR,Cloudy,65,Natural,Outdoor,0
LB,Cloudy,46,Synthetic,Outdoor,0
OL,Cloudy,80,Natural,Outdoor,0
TE,Cloudy,39,Natural,Outdoors,0
DL,Partly Cloudy,89,Natural,Outdoor,0
DL,Cloudy,33,Synthetic,Outdoors,0
DB,Sunny,81,Natural,Ourdoor,0
OL,Partly Cloudy,86,Natural,Outdoor,0
LB,Sunny,63,Natural,Outdoor,0
DB,"Rain likely, temps in low 40s.",39,Natural,Outdoor,0
OL,Cloudy,33,Natural,Outdoor,0
LB,Cloudy,68,Natural,Outdoor,0
QB,Mostly Cloudy,82,Natural,Outdoor,0
OL,Sunny,79,Natural,Outdoors,0
WR,Sunny,54,Synthetic,Indoors,0
LB,Cloudy,72,Natural,Outdoor,0
DB,Cloudy,42,Natural,Outdoors,0
WR,Clear,69,Natural,Outdoor,0
TE,Sunny,87,Synthetic,Retractable Roof,0
WR,Sunny,80,Natural,Outdoors,0
OL,Partly Cloudy,31,Synthetic,Outdoor,0
DB,Mostly Sunny,41,Natural,Outdoor,0
DL,Mostly cloudy,67,Synthetic,"Domed, open",0
WR,Mostly Cloudy,85,Synthetic,Indoors,0
DB,Cloudy,48,Synthetic,Outdoor,0
DB,Cloudy,53,Natural,Outdoor,0
LB,Cloudy,62,Synthetic,Outdoors,0
LB,Cloudy,52,Natural,Outdoors,0
LB,Clear,44,Natural,Outdoor,0
DB,Cloudy,50,Natural,Outdoor,0
WR,Clear,68,Synthetic,Outdoor,0
WR,Partly Cloudy,90,Natural,Outdoor,0
LB,Cloudy,48,Synthetic,Outdoor,0
OL,Mostly Cloudy,65,Synthetic,Outdoor,0
LB,Indoor,70,Synthetic,Indoors,0
DB,Cloudy,51,Synthetic,Outdoor,0
WR,Sunny,86,Natural,Outdoor,0
RB,Mostly Cloudy,87,Synthetic,Retractable Roof,0
OL,Cloudy,29,Natural,Outdoor,0
LB,Partly Cloudy,56,Natural,Outdoor,0
WR,Clear,69,Natural,Outdoor,0
DB,Cloudy and Cool,62,Synthetic,Outdoor,0
DB,Sunny,19,Natural,Outdoor,0
DL,Mostly Cloudy,65,Synthetic,Outdoor,0
WR,Sunny,83,Natural,Outdoors,0
DB,Clear,76,Natural,Outdoor,0
OL,Sunny,54,Natural,Open,0
QB,Cloudy and Cool,62,Synthetic,Outdoor,0
DB,Rain,61,Natural,Outdoor,0
DL,Cloudy,23,Natural,Outdoor,0
DL,10% Chance of Rain,78,Natural,Open,0
DB,Clear,38,Natural,Outdoor,0
RB,Clear,33,Natural,Outdoor,0
DL,Cloudy,80,Natural,Outdoor,0
DB,Partly Cloudy,78,Synthetic,Retractable Roof,0
DB,Clear,55,Natural,Outdoor,0
DL,Clear,44,Natural,Outdoor,0
DB,Cloudy,81,Natural,Outdoor,0
DL,Cloudy,29,Natural,Outdoor,0
LB,Sunny,64,Synthetic,Outdoor,0
OL,Sunny,84,Natural,Outdoor,0
DL,Clear,76,Natural,Outdoor,0
WR,Sunny,38,Synthetic,Retr. Roof-Closed,0
OL,Cloudy,61,Natural,Outdoor,0
LB,Cloudy,23,Natural,Outdoor,0
WR,Mostly Cloudy,84,Synthetic,Retractable Roof,0
DB,Cloudy,60,Natural,Outdoor,0
OL,Cloudy,23,Natural,Outdoor,0
WR,Cloudy,45,Synthetic,Outdoor,0
LB,Snow,11,Natural,Outdoors,0
OL,Partly Cloudy,89,Natural,Outdoor,0
DB,Clear,51,Synthetic,Retractable Roof,0
DB,Clear,33,Natural,Outdoor,0
LB,Sunny,61,Natural,Outdoor,0
DB,Cloudy,42,Synthetic,Outdoors,0
OL,Cloudy,40,Natural,Outdoors,0
DL,Clear,49,Natural,Outdoors,0
WR,Clear,71,Natural,Outdoor,0
WR,Mostly Cloudy,35,Synthetic,Outdoor,0
DB,Mostly Cloudy,51,Natural,Outdoor,0
WR,Coudy,61,Natural,Outdoors,0
DB,Sunny,74,Synthetic,Outdoors,0
LB,Sunny,72,Natural,Outdoor,0
DB,Cloudy,61,Natural,Outdoor,0
OL,Clear and Cool,40,Synthetic,Outdoor,0
OL,Partly Cloudy,48,Natural,Outdoors,0
OL,Controlled Climate,68,Synthetic,Indoors,0
WR,Sunny,59,Synthetic,"Domed, open",0
DB,Partly Cloudy,78,Synthetic,Retractable Roof,0
OL,Cloudy,72,Synthetic,Retr. Roof Closed,0
DB,Cloudy,48,Synthetic,Outdoor,0
DL,Cloudy,44,Synthetic,Outdoor,0
OL,Clear,23,Natural,Outdoors,0
LB,Mostly Sunny,71,Natural,Outdoor,0
DL,Clear,76,Natural,Outdoor,0
WR,Partly Sunny,69,Natural,Outdoor,0
OL,Cloudy,66,Synthetic,Retractable Roof,0
WR,Cloudy,63,Natural,Outdoor,0
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,0
TE,Sunny,61,Natural,Outdoors,0
WR,Cloudy,65,Natural,Outdoor,0
DB,Cloudy,91,Natural,Outdoor,0
OL,Sunny,74,Synthetic,Outdoors,0
OL,Clear and sunny,70,Natural,Outdoor,0
DL,Cloudy,58,Natural,Outdoor,0
LB,"Rain likely, temps in low 40s.",39,Natural,Outdoor,0
DB,Mostly Cloudy,66,Synthetic,Outdoor,0
DB,Sunny,70,Natural,Outdoors,0
WR,Sunny,63,Natural,Outdoor,0
OL,Cloudy,44,Synthetic,Outdoor,0
DB,Sunny,63,Natural,Outdoor,0
DL,Partly Cloudy,47,Synthetic,Outdoor,0
WR,Partly Cloudy,86,Natural,Outdoor,0
DB,Clear,76,Natural,Outdoor,0
QB,Cloudy,91,Natural,Outdoor,0
DB,Cloudy,72,Synthetic,Retr. Roof Closed,0
OL,Cloudy,33,Synthetic,Retr. Roof-Closed,0
DB,Partly Cloudy,90,Natural,Outdoor,0
OL,Controlled Climate,68,Synthetic,Indoors,0
OL,Cloudy,53,Synthetic,Outdoor,0
LB,Clear,79,Natural,Outdoor,0
WR,Sunny,56,Synthetic,Indoors,0
WR,Cloudy,42,Natural,Outdoor,0
DL,Partly Cloudy,90,Natural,Outdoor,0
QB,Indoor,70,Synthetic,Indoors,0
DB,Partly Cloudy,64,Natural,Bowl,0
OL,Cloudy,43,Natural,Outdoor,0
TE,Sunny,67,Natural,Outdoor,0
LB,Cloudy,82,Natural,Outdoor,0
OL,Sunny,92,Natural,Outdoor,0
DL,Partly Cloudy,89,Natural,Outdoor,0
